"5. Ehdokkaiden saamat äänimäärät suuruusjärjestyksessä sekä vertausluku"

"Ehdokas";"Äänimäärä";"Vertausluku";"Valintatieto"
"Pylväinen Jari / VIHR / Kaakkois-Suomen vaalipiiri";267;1118.857;3
"Grün Saija / VIHR / Kaakkois-Suomen vaalipiiri";244;1044.267;3
"Kanervo Marjaana / VIHR / Kaakkois-Suomen vaalipiiri";241;979.000;3
"Rantalainen Rurik / VIHR / Kaakkois-Suomen vaalipiiri";207;921.412;3
"Väisänen Hannu / SKP / Kaakkois-Suomen vaalipiiri";94;286.000;3
"Perä Mauri / SKP / Kaakkois-Suomen vaalipiiri";79;143.000;3
"Björklöf Peter / SKP / Kaakkois-Suomen vaalipiiri";53;95.333;3
"Väisänen Ano / SKP / Kaakkois-Suomen vaalipiiri";34;71.500;3
"Kataja Pentti / SKP / Kaakkois-Suomen vaalipiiri";26;57.200;3
"Heistonen Viola / STP / Kaakkois-Suomen vaalipiiri";53;53.000;3
"Knuutila Jarmo / KTP / Kaakkois-Suomen vaalipiiri";77;106.000;3
"Nyman Sonja / KTP / Kaakkois-Suomen vaalipiiri";29;53.000;3
"Lavikka Teemu / Muutos2011 / Kaakkois-Suomen vaalipiiri";70;199.000;3
"Pasanen Ari-Pekka / Muutos2011 / Kaakkois-Suomen vaalipiiri";68;99.500;3
"Mustonen Oona / Muutos2011 / Kaakkois-Suomen vaalipiiri";35;66.333;3
"Huttunen Heimo / Muutos2011 / Kaakkois-Suomen vaalipiiri";26;49.750;3
"Laakso Kristian Sheikki / IP / Kaakkois-Suomen vaalipiiri";1159;1806.000;3
"Kytösaho Maiju / IP / Kaakkois-Suomen vaalipiiri";366;903.000;3
"Korhonen Pasi / IP / Kaakkois-Suomen vaalipiiri";75;602.000;3
"Hirvonen Timo / IP / Kaakkois-Suomen vaalipiiri";53;451.500;3
"Järvinen Jussi / IP / Kaakkois-Suomen vaalipiiri";53;361.200;3
"Seppälä Markku / IP / Kaakkois-Suomen vaalipiiri";36;301.000;3
"Lehto Esa / IP / Kaakkois-Suomen vaalipiiri";35;258.000;3
"Kaikko Aarno / IP / Kaakkois-Suomen vaalipiiri";29;225.750;3
"Aromaa Mika / Piraattip. / Kaakkois-Suomen vaalipiiri";448;1085.000;3
"Väyrynen Mika / Piraattip. / Kaakkois-Suomen vaalipiiri";272;542.500;3
"Peltola Timo / Piraattip. / Kaakkois-Suomen vaalipiiri";199;361.667;3
"Simola Antti / Piraattip. / Kaakkois-Suomen vaalipiiri";118;271.250;3
"Simola Tomi / Piraattip. / Kaakkois-Suomen vaalipiiri";48;217.000;3
"Hirvonen Sanna / Muut / Kaakkois-Suomen vaalipiiri";174;174.000;3
"Mäkisalo-Ropponen Merja / SDP / Savo-Karjalan vaalipiiri";4899;34629.000;1
"Myller Riitta / SDP / Savo-Karjalan vaalipiiri";4825;17314.500;1
"Väätäinen Tuula / SDP / Savo-Karjalan vaalipiiri";4698;11543.000;2
"Hahtala Mia / SDP / Savo-Karjalan vaalipiiri";3495;8657.250;3
"Suhonen Timo / SDP / Savo-Karjalan vaalipiiri";2737;6925.800;3
"Marjeta Ari / SDP / Savo-Karjalan vaalipiiri";2201;5771.500;3
"Åhman-Kuosmanen Kati / SDP / Savo-Karjalan vaalipiiri";2116;4947.000;3
"Kosunen Jaakko / SDP / Savo-Karjalan vaalipiiri";1612;4328.625;3
"Ikonen Jaakko / SDP / Savo-Karjalan vaalipiiri";1539;3847.667;3
"Rautavuori Armi / SDP / Savo-Karjalan vaalipiiri";1281;3462.900;3
"Reponen Eveliina / SDP / Savo-Karjalan vaalipiiri";983;3148.091;3
"Haverinen Timo / SDP / Savo-Karjalan vaalipiiri";979;2885.750;3
"Martiskin Jouni / SDP / Savo-Karjalan vaalipiiri";973;2663.769;3
"Hartikainen Pentti / SDP / Savo-Karjalan vaalipiiri";940;2473.500;3
"Huohvanainen Mari / SDP / Savo-Karjalan vaalipiiri";739;2308.600;3
"Kotimäki Jukka / SDP / Savo-Karjalan vaalipiiri";612;2164.313;3
"Oinonen Pentti / PS / Savo-Karjalan vaalipiiri";6283;42696.000;1
"Kulmala Kari / PS / Savo-Karjalan vaalipiiri";5188;21348.000;1
"Kivelä Kimmo / PS / Savo-Karjalan vaalipiiri";5145;14232.000;1
"Mikkonen Marjaana / PS / Savo-Karjalan vaalipiiri";4714;10674.000;2
"Kokko Osmo / PS / Savo-Karjalan vaalipiiri";3411;8539.200;3
"Reijonen Minna / PS / Savo-Karjalan vaalipiiri";2942;7116.000;3
"Kolehmainen Jani / PS / Savo-Karjalan vaalipiiri";2467;6099.429;3
"Wihonen Jussi / PS / Savo-Karjalan vaalipiiri";2446;5337.000;3
"Gröhn Marja-Leena / PS / Savo-Karjalan vaalipiiri";2100;4744.000;3
"Saastamoinen Esko / PS / Savo-Karjalan vaalipiiri";1693;4269.600;3
"Antikainen Sanna / PS / Savo-Karjalan vaalipiiri";1540;3881.455;3
"Kyyrö Jarmo / PS / Savo-Karjalan vaalipiiri";1521;3558.000;3
"Bogdanoff Eero / PS / Savo-Karjalan vaalipiiri";1255;3284.308;3
"Paananen Pasi / PS / Savo-Karjalan vaalipiiri";748;3049.714;3
"Kaunisaho Ari / PS / Savo-Karjalan vaalipiiri";739;2846.400;3
"Kulin Sirpa / PS / Savo-Karjalan vaalipiiri";504;2668.500;3
"Essayah Sari / KD / Savo-Karjalan vaalipiiri";11186;13578.000;1
"Cederberg Björn / KD / Savo-Karjalan vaalipiiri";388;6789.000;2
"Suikkanen Sirpa / KD / Savo-Karjalan vaalipiiri";227;4526.000;3
"Määttä Henry / KD / Savo-Karjalan vaalipiiri";223;3394.500;3
"Silvennoinen Maija / KD / Savo-Karjalan vaalipiiri";205;2715.600;3
"Kähkönen Päivi / KD / Savo-Karjalan vaalipiiri";189;2263.000;3
"Kujanpää Markku / KD / Savo-Karjalan vaalipiiri";145;1939.714;3
"Räsänen Sami / KD / Savo-Karjalan vaalipiiri";138;1697.250;3
"Koljonen Teuvo / KD / Savo-Karjalan vaalipiiri";127;1508.667;3
"Pippola Jarmo / KD / Savo-Karjalan vaalipiiri";123;1357.800;3
"Mikkonen Jussi / KD / Savo-Karjalan vaalipiiri";120;1234.364;3
"Kukkonen Arto / KD / Savo-Karjalan vaalipiiri";117;1131.500;3
"Taivassalo Milka / KD / Savo-Karjalan vaalipiiri";108;1044.462;3
"Laurinkari Juhani / KD / Savo-Karjalan vaalipiiri";108;969.857;3
"Kivinen Kirsti / KD / Savo-Karjalan vaalipiiri";89;905.200;3
"Keinänen Tuomo / KD / Savo-Karjalan vaalipiiri";85;848.625;3
"Eestilä Markku / KOK / Savo-Karjalan vaalipiiri";4578;24980.000;1
"Raassina Sari / KOK / Savo-Karjalan vaalipiiri";3978;12490.000;1
"Ravi Pekka / KOK / Savo-Karjalan vaalipiiri";3309;8326.667;2
"Berg-Väänänen Nelli / KOK / Savo-Karjalan vaalipiiri";2089;6245.000;3
"Törmälä Anssi / KOK / Savo-Karjalan vaalipiiri";1825;4996.000;3
"Hjälm Heli / KOK / Savo-Karjalan vaalipiiri";1820;4163.333;3
"Niiranen Pekka / KOK / Savo-Karjalan vaalipiiri";1569;3568.571;3
"Help Anne / KOK / Savo-Karjalan vaalipiiri";1093;3122.500;3
"Savolainen Jukka / KOK / Savo-Karjalan vaalipiiri";1069;2775.556;3
"Sihvonen Aulikki / KOK / Savo-Karjalan vaalipiiri";769;2498.000;3
"Hattunen Jenna / KOK / Savo-Karjalan vaalipiiri";749;2270.909;3
"Pääkkö Sakari / KOK / Savo-Karjalan vaalipiiri";631;2081.667;3
"Mutanen Miika / KOK / Savo-Karjalan vaalipiiri";532;1921.538;3
"Rothström Markko / KOK / Savo-Karjalan vaalipiiri";452;1784.286;3
"Mannelin Maarita / KOK / Savo-Karjalan vaalipiiri";332;1665.333;3
"Oksman Merja / KOK / Savo-Karjalan vaalipiiri";185;1561.250;3
"Heikkinen Hannakaisa / KESK / Savo-Karjalan vaalipiiri";10712;70573.000;1
"Vehviläinen Anu / KESK / Savo-Karjalan vaalipiiri";8924;35286.500;1
"Katainen Elsi / KESK / Savo-Karjalan vaalipiiri";7084;23524.333;1
"Kääriäinen Seppo / KESK / Savo-Karjalan vaalipiiri";7006;17643.250;1
"Hoskonen Hannu / KESK / Savo-Karjalan vaalipiiri";6633;14114.600;1
"Rossi Markku / KESK / Savo-Karjalan vaalipiiri";4482;11762.167;1
"Reijonen Eero / KESK / Savo-Karjalan vaalipiiri";4348;10081.857;2
"Kanniainen Aino / KESK / Savo-Karjalan vaalipiiri";4093;8821.625;3
"Markkanen Sallamaarit / KESK / Savo-Karjalan vaalipiiri";3704;7841.444;3
"Huttunen Hanna / KESK / Savo-Karjalan vaalipiiri";2933;7057.300;3
"Mustonen Juha / KESK / Savo-Karjalan vaalipiiri";2925;6415.727;3
"Kivelä Antti / KESK / Savo-Karjalan vaalipiiri";2573;5881.083;3
"Albert Rauli-Jan / KESK / Savo-Karjalan vaalipiiri";2144;5428.692;3
"Pahajoki Juho / KESK / Savo-Karjalan vaalipiiri";1158;5040.929;3
"Musikka Sinikka / KESK / Savo-Karjalan vaalipiiri";1123;4704.867;3
"Olkkonen Anna / KESK / Savo-Karjalan vaalipiiri";731;4410.813;3
"Semi Matti / VAS / Savo-Karjalan vaalipiiri";2140;12750.000;1
"Korhonen Kaisa / VAS / Savo-Karjalan vaalipiiri";1416;6375.000;2
"Julkunen Kaarlo / VAS / Savo-Karjalan vaalipiiri";1313;4250.000;3
"Järvinen Anni / VAS / Savo-Karjalan vaalipiiri";1276;3187.500;3
"Puurunen Kirsti / VAS / Savo-Karjalan vaalipiiri";980;2550.000;3
"Tahvanainen Petteri / VAS / Savo-Karjalan vaalipiiri";844;2125.000;3
"Pikkarainen Rauno / VAS / Savo-Karjalan vaalipiiri";820;1821.429;3
"Haakana Marko / VAS / Savo-Karjalan vaalipiiri";742;1593.750;3
"Dannenberg Alia / VAS / Savo-Karjalan vaalipiiri";633;1416.667;3
"Saarelainen Antti / VAS / Savo-Karjalan vaalipiiri";556;1275.000;3
"Karjalainen Sirpa / VAS / Savo-Karjalan vaalipiiri";412;1159.091;3
"Hartikainen Kari / VAS / Savo-Karjalan vaalipiiri";402;1062.500;3
"Kuivalainen Ville / VAS / Savo-Karjalan vaalipiiri";382;980.769;3
"Orava Joni / VAS / Savo-Karjalan vaalipiiri";316;910.714;3
"Matikainen Matti / VAS / Savo-Karjalan vaalipiiri";268;850.000;3
"Väyrynen Ritva / VAS / Savo-Karjalan vaalipiiri";250;796.875;3
"Mikkonen Krista / VIHR / Savo-Karjalan vaalipiiri";4624;14599.000;1
"Auvinen Harri / VIHR / Savo-Karjalan vaalipiiri";2622;7299.500;2
"Ikonen Päivi / VIHR / Savo-Karjalan vaalipiiri";1362;4866.333;3
"Roponen Anne / VIHR / Savo-Karjalan vaalipiiri";849;3649.750;3
"Willman Veera / VIHR / Savo-Karjalan vaalipiiri";794;2919.800;3
"Paulo-Tuovinen Anne / VIHR / Savo-Karjalan vaalipiiri";736;2433.167;3
"Hietanen Elina / VIHR / Savo-Karjalan vaalipiiri";724;2085.571;3
"Hölttä Harri / VIHR / Savo-Karjalan vaalipiiri";559;1824.875;3
"Loimalahti Antti / VIHR / Savo-Karjalan vaalipiiri";468;1622.111;3
"Kauppinen Elsi / VIHR / Savo-Karjalan vaalipiiri";451;1459.900;3
"Pietikäinen Liisa / VIHR / Savo-Karjalan vaalipiiri";426;1327.182;3
"Giray Ali / VIHR / Savo-Karjalan vaalipiiri";296;1216.583;3
"Tamio Kim / VIHR / Savo-Karjalan vaalipiiri";255;1123.000;3
"Vauhkonen Jouni / VIHR / Savo-Karjalan vaalipiiri";156;1042.786;3
"Pekkala Janne / VIHR / Savo-Karjalan vaalipiiri";148;973.267;3
"Jorasmaa Ilpo / VIHR / Savo-Karjalan vaalipiiri";129;912.438;3
"Rissanen Susanna / SKP / Savo-Karjalan vaalipiiri";135;769.000;3
"Mustonen Eeva / SKP / Savo-Karjalan vaalipiiri";101;384.500;3
"Ruuskanen Anne / SKP / Savo-Karjalan vaalipiiri";96;256.333;3
"Vaskonen Martti / SKP / Savo-Karjalan vaalipiiri";85;192.250;3
"Kallioinen Toni / SKP / Savo-Karjalan vaalipiiri";74;153.800;3
"Ketoharju Hannu / SKP / Savo-Karjalan vaalipiiri";58;128.167;3
"Nyman Ako / SKP / Savo-Karjalan vaalipiiri";47;96.125;3
"Maksniemi Marianne / SKP / Savo-Karjalan vaalipiiri";43;85.444;3
"Parviainen Juha / STP / Savo-Karjalan vaalipiiri";56;109.857;3
"Lipponen Arto / STP / Savo-Karjalan vaalipiiri";38;76.900;3
"Tanski Juhani / STP / Savo-Karjalan vaalipiiri";36;69.909;3
"Lintunen Rauno / KTP / Savo-Karjalan vaalipiiri";55;55.000;3
"Turpeinen Tero / Muutos2011 / Savo-Karjalan vaalipiiri";125;277.000;3
"Kultalahti Reima / Muutos2011 / Savo-Karjalan vaalipiiri";82;138.500;3
"Vänskä Jorma / Muutos2011 / Savo-Karjalan vaalipiiri";70;92.333;3
"Sarisalmi Joona / IP / Savo-Karjalan vaalipiiri";249;705.000;3
"Kylänpää Liisa / IP / Savo-Karjalan vaalipiiri";148;352.500;3
"Repo Timo / IP / Savo-Karjalan vaalipiiri";89;235.000;3
"Montonen Petri / IP / Savo-Karjalan vaalipiiri";68;176.250;3
"Ruuskanen Mauno / IP / Savo-Karjalan vaalipiiri";56;141.000;3
"Tolvanen Pentti / IP / Savo-Karjalan vaalipiiri";38;117.500;3
"Seppänen Eero / IP / Savo-Karjalan vaalipiiri";30;100.714;3
"Rantonen Ossi / IP / Savo-Karjalan vaalipiiri";27;88.125;3
"Mustonen Pekka / Piraattip. / Savo-Karjalan vaalipiiri";609;1269.000;3
"Pietarinen Mikko / Piraattip. / Savo-Karjalan vaalipiiri";337;634.500;3
"Saikkonen Lasse / Piraattip. / Savo-Karjalan vaalipiiri";217;423.000;3
"Kukkonen Mikko / Piraattip. / Savo-Karjalan vaalipiiri";106;317.250;3
"Urpilainen Jutta / SDP / Vaasan vaalipiiri";11627;29024.000;1
"Wallin Harry / SDP / Vaasan vaalipiiri";4608;14512.000;1
"Frostdahl Steven / SDP / Vaasan vaalipiiri";2856;9674.667;2
"Mäkynen Matias / SDP / Vaasan vaalipiiri";2724;7256.000;3
"Berg Kim / SDP / Vaasan vaalipiiri";1947;5804.800;3
"Tenkula Tarja / SDP / Vaasan vaalipiiri";1072;4837.333;3
"Juurakko Joanna / SDP / Vaasan vaalipiiri";759;4146.286;3
"Lepistö Janina / SDP / Vaasan vaalipiiri";640;3628.000;3
"Mantere Otto / SDP / Vaasan vaalipiiri";551;3224.889;3
"Sjökvist Peter / SDP / Vaasan vaalipiiri";453;2902.400;3
"Matintupa Jukka Pekka / SDP / Vaasan vaalipiiri";433;2638.545;3
"Partanen Petri / SDP / Vaasan vaalipiiri";404;2418.667;3
"Lester Päivi / SDP / Vaasan vaalipiiri";341;2232.615;3
"Mäkiranta Jorma / SDP / Vaasan vaalipiiri";267;2073.143;3
"Kandolin Kirsi / SDP / Vaasan vaalipiiri";253;1934.933;3
"Mustajärvi Matti / SDP / Vaasan vaalipiiri";89;1814.000;3
"Saarakkala Vesa-Matti / PS / Vaasan vaalipiiri";8529;38964.000;1
"Hongisto Reijo / PS / Vaasan vaalipiiri";6736;19482.000;1
"Tolppanen Maria / PS / Vaasan vaalipiiri";5476;12988.000;1
"Mäenpää Juha / PS / Vaasan vaalipiiri";3343;9741.000;2
"Mäkynen Jukka / PS / Vaasan vaalipiiri";2510;7792.800;3
"Kulpakko Marko / PS / Vaasan vaalipiiri";1710;6494.000;3
"Hernesniemi Aleksi / PS / Vaasan vaalipiiri";1680;5566.286;3
"Mattila Risto / PS / Vaasan vaalipiiri";1568;4870.500;3
"Valtamäki Erkki / PS / Vaasan vaalipiiri";1438;4329.333;3
"Salminen Asko / PS / Vaasan vaalipiiri";1222;3896.400;3
"Kemppainen Irma / PS / Vaasan vaalipiiri";1152;3542.182;3
"Panttila Eliisa / PS / Vaasan vaalipiiri";1027;3247.000;3
"Rikala Juha / PS / Vaasan vaalipiiri";769;2997.231;3
"Manninen Anneli / PS / Vaasan vaalipiiri";664;2783.143;3
"Riihimäki Marja-Liisa / PS / Vaasan vaalipiiri";591;2597.600;3
"Westerholm Micael / PS / Vaasan vaalipiiri";549;2435.250;3
"Östman Peter / KD / Vaasan vaalipiiri";6577;14076.000;1
"Lahtinen Helena / KD / Vaasan vaalipiiri";1650;7038.000;2
"Hokkanen Heimo / KD / Vaasan vaalipiiri";771;4692.000;3
"Salo Mauri / KD / Vaasan vaalipiiri";753;3519.000;3
"Rantanen Kimmo / KD / Vaasan vaalipiiri";661;2815.200;3
"Tikkakoski Saara / KD / Vaasan vaalipiiri";612;2346.000;3
"Hellström Patrik / KD / Vaasan vaalipiiri";540;2010.857;3
"Turunen Kauko / KD / Vaasan vaalipiiri";511;1759.500;3
"Hanhisalo Maria / KD / Vaasan vaalipiiri";482;1564.000;3
"Häli Pirkko / KD / Vaasan vaalipiiri";432;1407.600;3
"Axell May-Gret / KD / Vaasan vaalipiiri";255;1279.636;3
"Ylä-Pöntinen Tanja / KD / Vaasan vaalipiiri";253;1173.000;3
"Punto Anna-Liisa / KD / Vaasan vaalipiiri";231;1082.769;3
"Muuraiskangas Teija / KD / Vaasan vaalipiiri";192;1005.429;3
"Ljungars Jeanette / KD / Vaasan vaalipiiri";99;938.400;3
"Isuls Päivi / KD / Vaasan vaalipiiri";57;879.750;3
"Risikko Paula / KOK / Vaasan vaalipiiri";9812;29195.000;1
"Koski Susanna / KOK / Vaasan vaalipiiri";3102;14597.500;1
"Sankelo Janne / KOK / Vaasan vaalipiiri";3086;9731.667;2
"Karjalainen Olli-Pekka / KOK / Vaasan vaalipiiri";3012;7298.750;3
"Kallis Bjarne / KOK / Vaasan vaalipiiri";2448;5839.000;3
"Heinonen Marko / KOK / Vaasan vaalipiiri";2323;4865.833;3
"Salo Petri / KOK / Vaasan vaalipiiri";1010;4170.714;3
"Pöntinen Kai / KOK / Vaasan vaalipiiri";987;3649.375;3
"Salonen Harri / KOK / Vaasan vaalipiiri";812;3243.889;3
"Mäki Jari / KOK / Vaasan vaalipiiri";711;2919.500;3
"Lahti Daniel / KOK / Vaasan vaalipiiri";695;2654.091;3
"Hakola Taija / KOK / Vaasan vaalipiiri";481;2432.917;3
"Kurikka Leena / KOK / Vaasan vaalipiiri";254;2245.769;3
"Rantatalo Kirsi / KOK / Vaasan vaalipiiri";180;2085.357;3
"Heinonen Ilmari / KOK / Vaasan vaalipiiri";143;1946.333;3
"Ojala Ville / KOK / Vaasan vaalipiiri";139;1824.688;3
"Savola Mikko / KESK / Vaasan vaalipiiri";8476;67333.000;1
"Puumala Tuomo / KESK / Vaasan vaalipiiri";7762;33666.500;1
"Hautala Lasse / KESK / Vaasan vaalipiiri";7037;22444.333;1
"Kurvinen Antti / KESK / Vaasan vaalipiiri";5838;16833.250;1
"Lintilä Mika / KESK / Vaasan vaalipiiri";5243;13466.600;1
"Kivisaari Pasi / KESK / Vaasan vaalipiiri";5158;11222.167;2
"Lehtimäki Esko / KESK / Vaasan vaalipiiri";4804;9619.000;3
"Sihto Paula / KESK / Vaasan vaalipiiri";4577;8416.625;3
"Kujala Sari / KESK / Vaasan vaalipiiri";3594;7481.444;3
"Pirttikoski Seppo / KESK / Vaasan vaalipiiri";3058;6733.300;3
"Mieto Juha / KESK / Vaasan vaalipiiri";2971;6121.182;3
"Nyysti Tapio / KESK / Vaasan vaalipiiri";2721;5611.083;3
"Paloranta Johanna / KESK / Vaasan vaalipiiri";2057;5179.462;3
"Niemi Anne / KESK / Vaasan vaalipiiri";1975;4809.500;3
"Lemponen Juha / KESK / Vaasan vaalipiiri";1452;4488.867;3
"Åstrand Ulla-Maria / KESK / Vaasan vaalipiiri";610;4208.313;3
"Lehto Anneli / VAS / Vaasan vaalipiiri";1962;7238.000;3
"Isokoski Sauli / VAS / Vaasan vaalipiiri";1010;3619.000;3
"Kiviluoma Juha-Matti / VAS / Vaasan vaalipiiri";899;2412.667;3
"Niemi Kauko / VAS / Vaasan vaalipiiri";572;1809.500;3
"Knuuttila Antti / VAS / Vaasan vaalipiiri";563;1447.600;3
"Aarnos Eila / VAS / Vaasan vaalipiiri";530;1206.333;3
"Perkkalainen Antti / VAS / Vaasan vaalipiiri";416;1034.000;3
"Mustonen Heikki / VAS / Vaasan vaalipiiri";226;904.750;3
"Korpinen Ville / VAS / Vaasan vaalipiiri";195;804.222;3
"Haapaniemi Mari / VAS / Vaasan vaalipiiri";190;723.800;3
"Saloranta Allan / VAS / Vaasan vaalipiiri";154;658.000;3
"Backman Jan / VAS / Vaasan vaalipiiri";149;603.167;3
"Lind Saana / VAS / Vaasan vaalipiiri";122;556.769;3
"Walker Ilmari / VAS / Vaasan vaalipiiri";92;517.000;3
"Grönlund Immanuel / VAS / Vaasan vaalipiiri";79;482.533;3
"Meriläinen Anton / VAS / Vaasan vaalipiiri";79;452.375;3
"Henriksson Anna-Maja / RKP / Vaasan vaalipiiri";10673;50777.000;1
"Strand Joakim / RKP / Vaasan vaalipiiri";10374;25388.500;1
"Nylund Mats / RKP / Vaasan vaalipiiri";5189;16925.667;1
"Ollikainen Mikko / RKP / Vaasan vaalipiiri";4788;12694.250;2
"Gästgivars Lars-Erik / RKP / Vaasan vaalipiiri";3005;10155.400;3
"Björklund Mikaela / RKP / Vaasan vaalipiiri";2654;8462.833;3
"Åstrand Bo-Göran / RKP / Vaasan vaalipiiri";2489;7253.857;3
"Flén Elli / RKP / Vaasan vaalipiiri";2177;6347.125;3
"Nygård-Fagerudd Wivan / RKP / Vaasan vaalipiiri";2079;5641.889;3
"Ahlberg Rurik / RKP / Vaasan vaalipiiri";2004;5077.700;3
"Bertills Anna / RKP / Vaasan vaalipiiri";1721;4616.091;3
"Timonen Marlén / RKP / Vaasan vaalipiiri";1207;4231.417;3
"Blomstedt Åsa / RKP / Vaasan vaalipiiri";769;3905.923;3
"Blomqvist Anna-Kajsa / RKP / Vaasan vaalipiiri";675;3626.929;3
"Ingo Christoffer / RKP / Vaasan vaalipiiri";561;3385.133;3
"Mangs Carl-Gustav / RKP / Vaasan vaalipiiri";412;3173.563;3
"Ala-Kokko Laura / VIHR / Vaasan vaalipiiri";1506;6136.000;3
"Rantasaari Henna / VIHR / Vaasan vaalipiiri";1321;3068.000;3
"Alhonnoro Lotta / VIHR / Vaasan vaalipiiri";653;2045.333;3
"Tynkkinen Teija / VIHR / Vaasan vaalipiiri";437;1534.000;3
"Tuomikoski Juha / VIHR / Vaasan vaalipiiri";333;1227.200;3
"Hänninen Ilkka / VIHR / Vaasan vaalipiiri";278;1022.667;3
"Tuomaala Matti / VIHR / Vaasan vaalipiiri";245;876.571;3
"Nisonen Ville / VIHR / Vaasan vaalipiiri";235;767.000;3
"Mäkinen Jani / VIHR / Vaasan vaalipiiri";225;681.778;3
"Nestorova Sandra / VIHR / Vaasan vaalipiiri";176;613.600;3
"Ulvinen Irena / VIHR / Vaasan vaalipiiri";166;557.818;3
"Potinkara Henna / VIHR / Vaasan vaalipiiri";152;511.333;3
"Lappalainen Petri / VIHR / Vaasan vaalipiiri";132;472.000;3
"Saarela Eppu / VIHR / Vaasan vaalipiiri";125;438.286;3
"Kuurajärvi Juha / VIHR / Vaasan vaalipiiri";94;409.067;3
"Lepistö Kaarlo / VIHR / Vaasan vaalipiiri";58;383.500;3
"Pohjanhovi Heli / SKP / Vaasan vaalipiiri";89;200.000;3
"Hakala Tapio / SKP / Vaasan vaalipiiri";64;100.000;3
"Kolmonen Reino / SKP / Vaasan vaalipiiri";47;66.667;3
"Pietikäinen Väinö / STP / Vaasan vaalipiiri";37;64.000;3
"Uusiprosi Keijo / STP / Vaasan vaalipiiri";27;32.000;3
"Päiväniemi Juha / KTP / Vaasan vaalipiiri";57;57.000;3
"Vuorinen Anna / Muutos2011 / Vaasan vaalipiiri";86;228.000;3
"Hautala Olavi / Muutos2011 / Vaasan vaalipiiri";75;114.000;3
"Järviharju Matti / Muutos2011 / Vaasan vaalipiiri";67;76.000;3
"Pesonen Antti / IP / Vaasan vaalipiiri";740;1461.000;3
"Koskela Harri / IP / Vaasan vaalipiiri";185;730.500;3
"Kolehmainen Jere / IP / Vaasan vaalipiiri";117;487.000;3
"Hautoniemi Jere / IP / Vaasan vaalipiiri";100;365.250;3
"Peltoniemi Jouni / IP / Vaasan vaalipiiri";72;292.200;3
"Kivipuro Raimo / IP / Vaasan vaalipiiri";43;243.500;3
"Vornanen Tauno / IP / Vaasan vaalipiiri";42;208.714;3
"Soinila Lasse / IP / Vaasan vaalipiiri";40;182.625;3
"Säntti Esko / IP / Vaasan vaalipiiri";37;162.333;3
"Kiviharju-Ketola Eija-Liisa / IP / Vaasan vaalipiiri";26;146.100;3
"Voutilainen Mikko / IP / Vaasan vaalipiiri";21;132.818;3
"Vapalahti Terttu / IP / Vaasan vaalipiiri";20;121.750;3
"Salonen Maarit / IP / Vaasan vaalipiiri";18;112.385;3
"Perälä Tapio / Piraattip. / Vaasan vaalipiiri";407;933.000;3
"Miettinen Marika / Piraattip. / Vaasan vaalipiiri";229;466.500;3
"Marttala Lassi / Piraattip. / Vaasan vaalipiiri";157;311.000;3
"Kaarlela Mikko / Piraattip. / Vaasan vaalipiiri";84;233.250;3
"Viita-aho Miko / Piraattip. / Vaasan vaalipiiri";56;186.600;3
"Toivanen Jani Pontus / Muut / Vaasan vaalipiiri";131;131.000;3
"Ihalainen Lauri / SDP / Keski-Suomen vaalipiiri";10354;28710.000;1
"Huovinen Susanna / SDP / Keski-Suomen vaalipiiri";5003;14355.000;1
"Mäkinen Riitta / SDP / Keski-Suomen vaalipiiri";3032;9570.000;2
"Rantanen Piritta / SDP / Keski-Suomen vaalipiiri";2358;7177.500;3
"Peltonen Tuula / SDP / Keski-Suomen vaalipiiri";1281;5742.000;3
"Liikanen Arto / SDP / Keski-Suomen vaalipiiri";1155;4785.000;3
"Pulli Timo / SDP / Keski-Suomen vaalipiiri";1117;4101.429;3
"Hämäläinen Jukka / SDP / Keski-Suomen vaalipiiri";1032;3588.750;3
"Saloranta Jasmine / SDP / Keski-Suomen vaalipiiri";1005;3190.000;3
"Saastamoinen Ari / SDP / Keski-Suomen vaalipiiri";700;2871.000;3
"Manni Juha / SDP / Keski-Suomen vaalipiiri";633;2610.000;3
"Melville Tony / SDP / Keski-Suomen vaalipiiri";481;2392.500;3
"Huumonen Hanna / SDP / Keski-Suomen vaalipiiri";385;2208.462;3
"Kinnunen Raisa / SDP / Keski-Suomen vaalipiiri";174;2050.714;3
"Kankaanniemi Toimi / PS / Keski-Suomen vaalipiiri";6511;29142.000;1
"Hakkarainen Teuvo / PS / Keski-Suomen vaalipiiri";5557;14571.000;1
"Vanhala Mauno / PS / Keski-Suomen vaalipiiri";3848;9714.000;2
"Halttunen Jari / PS / Keski-Suomen vaalipiiri";3518;7285.500;3
"Rintala Sirpa / PS / Keski-Suomen vaalipiiri";1681;5828.400;3
"Lahtonen Reijo / PS / Keski-Suomen vaalipiiri";1556;4857.000;3
"Kupari Heli / PS / Keski-Suomen vaalipiiri";1396;4163.143;3
"Isomäki Kauko / PS / Keski-Suomen vaalipiiri";1363;3642.750;3
"Humppi Anna / PS / Keski-Suomen vaalipiiri";1344;3238.000;3
"Paananen Eero / PS / Keski-Suomen vaalipiiri";770;2914.200;3
"Manninen Markku / PS / Keski-Suomen vaalipiiri";489;2649.273;3
"Tiainen Marko / PS / Keski-Suomen vaalipiiri";473;2428.500;3
"Suominen Meiris / PS / Keski-Suomen vaalipiiri";408;2241.692;3
